NACE_1_1_CODE,en_Description,NACE_2007_CODE,NACE_2007_DESCRPTION,Comments
51.42,Wholesale of clothing and footwear,46.42,Wholesale of clothing and footwear,=
51.43,Wholesale of electrical household appliances and radio and television goods,46.43,Wholesale of electrical household appliances,"- Wholesale of electrical household appliances (except electrical lighting equipment)
- Wholesale of radio and television goods
- Wholesale of gramophone records, tapes, CDs, DVDs and video tapes (except blank tapes)"
51.43,Wholesale of electrical household appliances and radio and television goods,46.47,"Wholesale of furniture, carpets and lighting equipment",Wholesale of lighting equipment
51.43,Wholesale of electrical household appliances and radio and television goods,46.52,Wholesale of electronic and telecommunications equipment and parts,"Blank audio and video tapes, diskettes, CDs and DVDs"
51.44,"Wholesale of china and glassware, wallpaper and cleaning materials",46.44,Wholesale of china and glassware and cleaning materials,"Wholesale of china, glassware and cleaning materials"
51.44,"Wholesale of china and glassware, wallpaper and cleaning materials",46.49,Wholesale of other household goods,"Cooking pots, cutlery, household packaging material of metals"
51.44,"Wholesale of china and glassware, wallpaper and cleaning materials",46.73,"Wholesale of wood, construction materials and sanitary equipment",Wholesale of wallpaper
51.45,Wholesale of perfume and cosmetics,46.45,Wholesale of perfume and cosmetics,=
51.46,Wholesale of pharmaceutical goods,46.46,Wholesale of pharmaceutical goods,=
51.47,Wholesale of other household goods,46.43,Wholesale of electrical household appliances,Photographic and optical goods
51.47,Wholesale of other household goods,46.47,"Wholesale of furniture, carpets and lighting equipment",Wholesale of furniture and carpets
51.47,Wholesale of other household goods,46.48,Wholesale of watches and jewellery,"Wholesale of watches, clocks and jewellery"
51.47,Wholesale of other household goods,46.49,Wholesale of other household goods,"- Wholesale of non-electrical household appliances 
- Wholesale of stationery, books etc. (all except watches, clocks and jewellery)"
51.47,Wholesale of other household goods,46.73,"Wholesale of wood, construction materials and sanitary equipment",Wholesale of floor coverings
51.51,"Wholesale of solid, liquid and gaseous fuels and related products",46.71,"Wholesale of solid, liquid and gaseous fuels and related products",=
51.52,Wholesale of metals and metal ores,46.72,Wholesale of metals and metal ores,=
51.53,"Wholesale of wood, construction materials and sanitary equipment",46.73,"Wholesale of wood, construction materials and sanitary equipment",All
51.54,"Wholesale of hardware, plumbing and heating equipment and supplies",46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",=
51.55,Wholesale of chemical products,46.75,Wholesale of chemical products,"- Wholesale of industrial chemicals: aniline, printing ink, essential oils, industrial gases, chemical glues, colouring matter, synthetic resin, methanol, paraffin, scents and flavourings, soda, industrial salt, acids and sulphurs, starch derivates, etc.
"
51.55,Wholesale of chemical products,46.76,Wholesale of other intermediate products,"- Wholesale of plastic materials in primary forms
- Wholesale of rubber"
51.56,Wholesale of other intermediate products,46.76,Wholesale of other intermediate products,All
51.57,Wholesale of waste and scrap,46.77,Wholesale of waste and scrap,=
51.81,Wholesale of machine tools,46.62,Wholesale of machine tools,=
51.82,"Wholesale of mining, construction and civil engineering machinery",46.63,"Wholesale of mining, construction and civil engineering machinery",=
51.83,Wholesale of machinery for the textile industry and of sewing and knitting machines,46.64,Wholesale of machinery for the textile industry and of sewing and knitting machines,=
51.84,"Wholesale of computers, computer peripheral equipment and software",46.51,"Wholesale of computers, computer peripheral equipment and software",=
51.85,Wholesale of other office machinery and equipment,46.65,Wholesale of office furniture,Wholesale of office furniture
51.85,Wholesale of other office machinery and equipment,46.66,Wholesale of other office machinery and equipment,Wholesale of other office machinery and equipment
51.86,Wholesale of other electronic parts and equipment,46.52,Wholesale of electronic and telecommunications equipment and parts,All
51.87,"Wholesale of other machinery for use in industry, trade and navigation",46.69,Wholesale of other machinery and equipment,=
51.88,"Wholesale of agricultural machinery and accessories and implements, including tractors",46.61,"Wholesale of agricultural machinery, equipment and supplies",=
51.9,Other wholesale,46.9,Non-specialised wholesale trade,=
52.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",=
52.12,Other retail sale in non-specialised stores,47.19,Other retail sale in non-specialised stores,=
52.21,Retail sale of fruit and vegetables,47.21,Retail sale of fruit and vegetables in specialised stores,All
52.22,Retail sale of meat and meat products,47.22,Retail sale of meat and meat products in specialised stores,=
52.23,"Retail sale of fish, crustaceans and molluscs",47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores",=
52.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery",47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",=
52.25,Retail sale of alcoholic and other beverages,47.25,Retail sale of beverages in specialised stores,=
52.26,Retail sale of tobacco products,47.26,Retail sale of tobacco products in specialised stores,=
52.27,"Other retail sale of food, beverages and tobacco in specialised stores",47.21,Retail sale of fruit and vegetables in specialised stores,Retail sale of preserved fruit and vegetables
52.27,"Other retail sale of food, beverages and tobacco in specialised stores",47.29,Other retail sale of food in specialised stores,Except retail sale of preserved fruit and vegetables
52.31,Dispensing chemists,47.73,Dispensing chemist in specialised stores,=
52.32,Retail sale of medical and orthopaedic goods,47.74,Retail sale of medical and orthopaedic goods in specialised stores,=
52.33,Retail sale of cosmetic and toilet articles,47.75,Retail sale of cosmetic and toilet articles in specialised stores,=
52.41,Retail sale of textiles,47.51,Retail sale of textiles in specialised stores,=
52.42,Retail sale of clothing,47.71,Retail sale of clothing in specialised stores,=
52.43,Retail sale of footwear and leather goods,47.72,Retail sale of footwear and leather goods in specialised stores,=
52.44,"Retail sale of furniture, lighting equipment and household articles n.e.c.",47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Retail sale of curtains and net curtains
52.44,"Retail sale of furniture, lighting equipment and household articles n.e.c.",47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores","- Retail sale of household furniture
- Retail sale of articles for lighting
- Retail sale of household utensils and cutlery, crockery, glassware, china and pottery
- Retail sale of wood, cork goods and wickerwork goods
- Retail sale of non-electrical hous"
52.45,Retail sale of electrical household appliances and radio and television goods,47.43,Retail sale of audio and video equipment in specialised stores,Retail sale of radio and television goods and other household audio/visual equipment
52.45,Retail sale of electrical household appliances and radio and television goods,47.54,Retail sale of electrical household appliances in specialised stores,Retail sale of electrical household appliances
52.45,Retail sale of electrical household appliances and radio and television goods,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Retail sale of musical instruments and scores
52.45,Retail sale of electrical household appliances and radio and television goods,47.63,Retail sale of music and video recordings in specialised stores,"Retail sale of musical records and audio/visual tapes, CDs, DVDs and cassettes"
52.46,"Retail sale of hardware, paints and glass",47.52,"Retail sale of hardware, paints and glass in specialised stores",=
52.47,"Retail sale of books, newspapers and stationery",47.61,Retail sale of books in specialised stores,Retail sale of books
52.47,"Retail sale of books, newspapers and stationery",47.62,Retail sale of newspapers and stationery in specialised stores,"- Retail sale of newspapers and stationery
- Retail sale of office supplies such as pens, pencils, paper, etc."
52.48,Other retail sale in specialised stores,47.41,"Retail sale of computers, peripheral units and software in specialised stores","Specialised retail sale of office equipment, computers and non-customized software"
52.48,Other retail sale in specialised stores,47.42,Retail sale of telecommunications equipment in specialised stores,Specialised retail sale of telecommunications equipment
52.48,Other retail sale in specialised stores,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores","- Specialised retail sale of wallpaper and floor coverings
- Specialised retail sale of carpets and rugs"
52.48,Other retail sale in specialised stores,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",Retail trade services of office furniture
52.48,Other retail sale in specialised stores,47.64,Retail sale of sporting equipment in specialised stores,"Specialised retail sale of sports goods, fishing gear, camping goods, boats and bicycles"
52.48,Other retail sale in specialised stores,47.65,Retail sale of games and toys in specialised stores,Specialised retail sale of games and toys
52.48,Other retail sale in specialised stores,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores","Specialised retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food"
52.48,Other retail sale in specialised stores,47.77,Retail sale of watches and jewellery in specialised stores,"Specialised retail sale of watches, clocks and jewellery"
52.48,Other retail sale in specialised stores,47.78,Other retail sale of new goods in specialised stores,"- Specialised retail sale of photographic, optical and precision equipment
- Activities of opticians
- Specialised retail sale of souvenirs, craftwork and religious articles
- Specialised retail sale of household fuel oil, bottled gas, coal and wood
- Spe"
52.5,Retail sale of second-hand goods in stores,47.79,Retail sale of second-hand goods in stores,All
52.61,Retail sale via mail order houses,47.91,Retail sale via mail order houses or via Internet,All
52.62,Retail sale via stalls and markets,47.81,"Retail sale via stalls and markets of food, beverages and tobacco products","Retail sale via stalls and markets of food, beverages and tobacco products"
52.62,Retail sale via stalls and markets,47.82,"Retail sale via stalls and markets of textiles, clothing and footwear","Retail sale via stalls and markets of textiles, clothing and footwear"
52.62,Retail sale via stalls and markets,47.89,Retail sale via stalls and markets of other goods,"Retail sale via stalls and markets of other goods (except food, beverages, tobacco, textiles, clothing and footwear)"
52.63,Other non-store retail sale,47.79,Retail sale of second-hand goods in stores,Activities of retail auction houses (except internet auctions)
52.63,Other non-store retail sale,47.91,Retail sale via mail order houses or via Internet,Internet retail auctions
52.63,Other non-store retail sale,47.99,"Other retail sale not in stores, stalls or markets","- Retail sale of any kind of product in any way which is not included in previous classes
- Activities of retail non-store auction houses (except internet auctions)"
52.71,"Repair of boots, shoes and other articles of leather",95.23,Repair of footwear and leather goods,All
52.72,Repair of electrical household goods,95.21,Repair of consumer electronics,"Repair of consumer electronics: radio, television and other audio and video equipment"
52.72,Repair of electrical household goods,95.22,Repair of household appliances and home and garden equipment,"Repair and servicing of electrical household appliances: refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc."
52.73,"Repair of watches, clocks and jewellery",95.25,"Repair of watches, clocks and jewellery",=
52.74,Repair n.e.c.,13.3,Finishing of textiles,"""While-you-wait"" printing on textile articles"
52.74,Repair n.e.c.,95.12,Repair of communication equipment,Repair of mobile telephones
52.74,Repair n.e.c.,95.23,Repair of footwear and leather goods,Fitting of heels
52.74,Repair n.e.c.,95.29,Repair of other personal and household goods,"- Repair and maintenance of bicycles
- Repair and alteration of clothing
- Piano tuning
- Repair of personal and household goods n.e.c.
- Repair of camping equipment
- Repair of sporting goods
- Cutting of keys, plastic coating of identity cards"
55.1,Hotels,55.1,Hotels and similar accommodation,=
55.21,Youth hostels and mountain refuges,55.2,Holiday and other short-stay accommodation,Youth hostels and mountain refuges (except protective shelters or plain bivouac facilities for placing tents and/or sleeping bags)
55.21,Youth hostels and mountain refuges,55.3,"Camping grounds, recreational vehicle parks and trailer parks",Protective shelters or plain bivouac facilities for placing tents and/or sleeping bags
55.22,"Camping sites, including caravan sites",55.3,"Camping grounds, recreational vehicle parks and trailer parks",All
55.23,Other provision of lodgings n.e.c.,55.2,Holiday and other short-stay accommodation,"Provision of short-stay lodging in: holiday chalets, cottages and flats"
55.23,Other provision of lodgings n.e.c.,55.9,Other accommodation,"Provision of short-stay lodging in: 
- student houses, university halls, boarding schools
- hostels for migrant workers
- other facilities n.e.c."
55.3,Restaurants,56.1,Restaurants and mobile food service activities,=
55.4,Bars,56.3,Beverage serving activities,=
55.51,Canteens,56.29,Other food service activities,All
55.52,Catering,56.21,Event catering activities,Event caterers
55.52,Catering,56.29,Other food service activities,Food service contractors for transportation companies
60.1,Transport via railways,49.1,"Passenger rail transport, interurban","Part of inclusion (all except switching and shunting):
- passenger transport by interurban railways"
60.1,Transport via railways,49.2,Freight rail transport,"Part of inclusion (all except switching and shunting):
- freight transport by interurban, suburban and urban railways"
60.1,Transport via railways,52.21,Service activities incidental to land transportation,Switching and shunting [CPA 60.10.30]
60.21,Other scheduled passenger land transport,49.31,Urban and suburban passenger land transport,Activities providing urban or suburban transport of passengers on scheduled routes
60.21,Other scheduled passenger land transport,49.39,Other passenger land transport n.e.c.,"Activities providing interurban transport, except rail, of passenger on scheduled routes"
60.22,Taxi operation,49.32,Taxi operation,=
60.23,Other land passenger transport,49.39,Other passenger land transport n.e.c.,All
60.24,Freight transport by road,49.41,Freight transport by road,Except furniture removal and other removal services
60.24,Freight transport by road,49.42,Removal services,Furniture and other removal services
60.3,Transport via pipelines,49.5,Transport via pipeline,=
61.1,Sea and coastal water transport,50.1,Sea and coastal passenger water transport,"- Transport of passengers over water, whether scheduled or not
- Operation of excursion, cruise or sightseeing boats
- Operation of ferries, water taxis etc.
- Rental of pleasure ships with crew"
61.1,Sea and coastal water transport,50.2,Sea and coastal freight water transport,"- Transport of freight over water, whether scheduled or not
- Transport by towing or pushing of barges, oil rigs etc."
61.1,Sea and coastal water transport,52.22,Service activities incidental to water transportation,Towing services for distressed vessels on sea and coastal waters
61.2,Inland water transport,50.3,Inland passenger water transport,"- Transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbours and docks
- Rental of pleasure boats with crew"
61.2,Inland water transport,50.4,Inland freight water transport,"Transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and docks"
61.2,Inland water transport,52.22,Service activities incidental to water transportation,Towing services for distressed vessels in inland waters
62.1,Scheduled air transport,51.1,Passenger air transport,Transport of passengers by air over regular routes and on regular schedules
62.1,Scheduled air transport,51.21,Freight air transport,Transport of freight by air over regular routes and on regular schedules
62.2,Non-scheduled air transport,51.1,Passenger air transport,"- Regular charter flights
- Non-scheduled transport of passengers by air"
62.2,Non-scheduled air transport,51.21,Freight air transport,Non-scheduled transport of freight by air
62.3,Space transport,51.22,Space transport,Except services incidental to space transportation
62.3,Space transport,52.23,Service activities incidental to air transportation,Services incidental to space transportation
63.11,Cargo handling,52.24,Cargo handling,=
63.12,Storage and warehousing,52.1,Warehousing and storage,=
63.21,Other supporting land transport activities,52.21,Service activities incidental to land transportation,All
63.22,Other supporting water transport activities,52.22,Service activities incidental to water transportation,Except tuition for ships’ licences for commercial certificates and permits
63.22,Other supporting water transport activities,85.32,Technical and vocational secondary education ,Tuition for ships’ licences for commercial certificates and permits
63.23,Other supporting air transport activities,52.23,Service activities incidental to air transportation,"Part of inclusion (all except: activities of flying schools for commercial airline pilots):
- activities related to air transport of passengers, animals or freight"
63.23,Other supporting air transport activities,85.32,Technical and vocational secondary education ,Activities of flying schools for commercial airline pilots
63.3,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,79.11,Travel agency activities,Travel agency activities
63.3,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,79.12,Tour operator activities,Activities of tour operators
63.3,Activities of travel agencies and tour operators; tourist assistance activities n.e.c.,79.9,Other reservation service and related activities,"- Activities of local tourist information offices and accommodation offices
- Activities of tourist guides"
63.4,Activities of other transport agencies,52.29,Other transportation support activities ,Except bill auditing and freight rate information
63.4,Activities of other transport agencies,74.9,"Other professional, scientific and technical activities n.e.c.",Bill auditing and freight rate information
64.11,National post activities,53.1,Postal activities under universal service obligation,Except mailbox rental
64.11,National post activities,82.19,"Photocopying, document preparation and other specialised office support activities",Mailbox rental
64.12,Courier activities other than national post activities,53.2,Other postal and courier activities,=
64.2,Telecommunications,60.1,Radio broadcasting,Transmission of radio programmes
64.2,Telecommunications,60.2,Television programming and broadcasting activities,Transmission of television programmes
64.2,Telecommunications,61.1,Wired telecommunications activities,Wired telecommunication activities
64.2,Telecommunications,61.2,Wireless telecommunications activities,Wireless telecommunication activities
64.2,Telecommunications,61.3,Satellite telecommunications activities,Satellite telecommunication activities
64.2,Telecommunications,61.9,Other telecommunications activities,Other telecommunications activities
65.11,Central banking,64.11,Central banking,=
65.12,Other monetary intermediation,64.19,Other monetary intermediation,=
65.21,Financial leasing,64.91,Financial leasing,=
65.22,Other credit granting,64.92,Other credit granting,Except factoring services
65.22,Other credit granting,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Factoring services
65.23,Other financial intermediation n.e.c.,64.2,Activities of holding companies,Activities of financial holding companies
65.23,Other financial intermediation n.e.c.,64.3,"Trusts, funds and similar financial entities","Trusts, funds and other financial vehicles"
65.23,Other financial intermediation n.e.c.,64.99,"Other financial service activities, except insurance and pension funding n.e.c.",Other financial intermediation primarily concerned with distributing funds other than by making loans
66.01,Life insurance,65.11,Life insurance,Life insurance with or without a substantial savings element
66.01,Life insurance,65.2,Reinsurance,Life reinsurance with or without a substantial savings element
66.02,Pension funding,65.2,Reinsurance,Reinsurance related to pension funding
66.02,Pension funding,65.3,Pension funding,Except reinsurance services
66.03,Non-life insurance,65.12,Non-life insurance,Insurance of non-life insurance business
66.03,Non-life insurance,65.2,Reinsurance,Reinsurance of non-life insurance business
67.11,Administration of financial markets,66.11,Administration of financial markets,=
67.12,Security broking and fund management,66.12,Security and commodity contracts brokerage,Dealing in financial markets on behalf of others (e.g. stock-broking) and related activities
67.12,Security broking and fund management,66.3,Fund management activities,Fund management activities
67.13,Activities auxiliary to financial intermediation n.e.c.,66.12,Security and commodity contracts brokerage,Activities of bureaux de change
67.13,Activities auxiliary to financial intermediation n.e.c.,66.19,"Other activities auxiliary to financial services, except insurance and pension funding","Except ""bureaux de change"""
67.2,Activities auxiliary to insurance and pension funding,66.21,Risk and damage evaluation,Activities of insurance risk and damage evaluators
67.2,Activities auxiliary to insurance and pension funding,66.22,Activities of insurance agents and brokers,Activities of insurance agents
67.2,Activities auxiliary to insurance and pension funding,66.29,Other activities auxiliary to insurance and pension funding,"- Salvage administration
- Actuarial services"
70.11,Development and selling of real estate,41.1,Development of building projects,Except for developers for civil engineering projects. The developers should then be classified in the class in which the project belongs in division 42.
70.11,Development and selling of real estate,42,Civil engineering,There is a correspondence for developers for civil engineering projects. The developers should then be classified in the class in which the project belongs in division 42.
70.12,Buying and selling of own real estate,68.1,Buying and selling of own real estate,=
70.2,Letting of own property,68.2,Renting and operating of own or leased real estate,=
70.31,Real estate agencies,68.31,Real estate agencies,=
70.32,Management of real estate on a fee or contract basis,68.32,Management of real estate on a fee or contract basis,"- Rent-collecting agencies
- Facility operation"
70.32,Management of real estate on a fee or contract basis,81.1,Combined facilities support activities,"- Cleaning and maintaining of premises of a building
- Controlling the heating/ventilation/air conditioning systems
- Making minor repairs
- Janitorial activities"
71.1,Renting of automobiles,77.11,Renting and leasing of cars and light motor vehicles,=
71.21,Renting of other land transport equipment,77.12,Renting and leasing of trucks,"Rental and operational leasing of land-transport equipment without drivers, except automobiles:
- trucks, haulage tractors, trailers and semi-trailers
- recreational vehicles"
71.21,Renting of other land transport equipment,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.","Rental and operational leasing of land-transport equipment without drivers, except automobiles:
- railroad vehicles
- motorcycles, caravans and campers, etc."
71.22,Renting of water transport equipment,77.34,Renting and leasing of water transport equipment,=
71.23,Renting of air transport equipment,77.35,Renting and leasing of air transport equipment,=
71.31,Renting of agricultural machinery and equipment,77.31,Renting and leasing of agricultural machinery and equipment,=
71.32,Renting of construction and civil engineering machinery and equipment,77.32,Renting and leasing of construction and civil engineering machinery and equipment,"- Rental and operational leasing of construction and civil-engineering machinery and equipment without operator
- Rental of scaffolds and work platforms without erection and dismantling"
71.32,Renting of construction and civil engineering machinery and equipment,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Rental of accommodation or office containers
71.33,"Renting of office machinery and equipment, including computers",77.33,Renting and leasing of office machinery and equipment (including computers),=
71.34,Renting of other machinery and equipment n.e.c.,77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",All
71.4,Renting of personal and household goods n.e.c.,77.21,Renting and leasing of recreational and sports goods,"Rental of other goods, to households or industries:
- pleasure boats
- bicycles
- sports equipment"
71.4,Renting of personal and household goods n.e.c.,77.22,Renting of video tapes and disks,"Rental of video tapes, DVDs (films and videos)"
71.4,Renting of personal and household goods n.e.c.,77.29,Renting and leasing of other personal and household goods,"Rental of other goods, to households or industries (all except pleasure boats, bicycles, sports equipment, films and videos, but including music CDs and tapes)"
72.1,Hardware consultancy,62.02,Computer consultancy activities,All
72.21,Publishing of software,58.21,Publishing of computer games,Publishing of computer games
72.21,Publishing of software,58.29,Other software publishing,"All software publishing, except computer games publishing"
72.21,Publishing of software,62.01,Computer programming activities,Software programming
72.22,Other software consultancy and supply,62.01,Computer programming activities,"Includes:
Analysis, design and programming of systems ready to use:
- development, production, supply and documentation of made-to-order software based on orders from specific users
- writing of programs following directives of the user
- web page design"
72.22,Other software consultancy and supply,62.02,Computer consultancy activities,"Analysis, design and programming of systems ready to use:
- analysis of the user's needs and problems, consultancy on the best solution"
72.22,Other software consultancy and supply,62.09,Other information technology and computer service activities,Software installation services
72.3,Data processing,62.03,Computer facilities management activities,Management and operation on a continuing basis of data processing facilities belonging to others
72.3,Data processing,63.11,"Data processing, hosting and related activities","- Database related activities: provision of data in a certain order or sequence, by on-line data retrieval or accessibility (computerized management) to everybody or to limited users, sorted on demand
- Processing of data employing either the customer’s o"
72.4,Database activities,58.11,Book publishing,Publishing of books on-line
72.4,Database activities,58.12,Publishing of directories and mailing lists,On-line directory and mailing list publishing
72.4,Database activities,58.13,Publishing of newspapers,Publishing of newspapers on-line
72.4,Database activities,58.14,Publishing of journals and periodicals,Publishing of journals and periodicals on-line
72.4,Database activities,58.19,Other publishing activities,"- On-line database publishing
- Other on-line publishing n.e.c."
72.4,Database activities,58.21,Publishing of computer games,On-line computer games publishing
72.4,Database activities,58.29,Other software publishing,"All on-line software publishing, except computer games on-line publishing"
72.4,Database activities,59.2,Sound recording and music publishing activities,Music downloads (on-line publishing with provision of downloaded content)
72.4,Database activities,60.1,Radio broadcasting,"Internet radio broadcasting

[not explicitly mentioned in NACE 1.1/ CPA 2002]"
72.4,Database activities,60.2,Television programming and broadcasting activities,"Image with sound internet broadcasting

[not explicitly mentioned in NACE 1.1/ CPA 2002]"
72.4,Database activities,62.01,Computer programming activities,Designing of structure and content of database
72.4,Database activities,63.11,"Data processing, hosting and related activities","- Database running services.
- Data storage services."
72.4,Database activities,63.12,Web portals,Web search portals
72.5,"Maintenance and repair of office, accounting and computing machinery",33.12,Repair of machinery,"Repair and maintenance of office machinery and equipment, including photocopying and calculating machines"
72.5,"Maintenance and repair of office, accounting and computing machinery",95.11,Repair of computers and peripheral equipment,"Repair and maintenance of office and computing machinery, excluding photocopying and calculating machines"
72.6,Other computer related activities,62.09,Other information technology and computer service activities,"NACE 1.1 class 72.60 was an ""empty class""."
73.1,Research and experimental development on natural sciences and engineering,72.11,Research and experimental development on biotechnology,Research and development in biotechnology
73.1,Research and experimental development on natural sciences and engineering,72.19,Other research and experimental development on natural sciences and engineering,"- Systematic studies and creative efforts in the three types of research and development defined above, in natural sciences except biotechnology (mathematics, physics, astronomy, chemistry, life sciences, medical sciences, earth sciences, agriculture, etc"
73.1,Research and experimental development on natural sciences and engineering,72.2,Research and experimental development on social sciences and humanities,Multi-disciplinary research and development predominantly on social sciences and humanities
73.2,Research and experimental development on social sciences and humanities,72.2,Research and experimental development on social sciences and humanities,All
74.11,Legal activities,69.1,Legal activities,=
74.12,"Accounting, book-keeping and auditing activities; tax consultancy",69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",=
74.13,Market research and public opinion polling,73.2,Market research and public opinion polling,=
74.14,Business and management consultancy activities,2.4,Support services to forestry,Forest management consulting services
74.14,Business and management consultancy activities,70.21,Public relations and communication activities,"Public relations and communications: provision of advice, guidance or operational assistance to businesses and public service"
74.14,Business and management consultancy activities,70.22,Business and other management consultancy activities,Except public relations and communications and educational support services
74.14,Business and management consultancy activities,74.9,"Other professional, scientific and technical activities n.e.c.",Agronomy consulting
74.14,Business and management consultancy activities,85.6,Educational support activities,"Educational support services (part of inclusion ""advice and help to businesses and public services"")"
74.15,Management activities of holding companies,64.2,Activities of holding companies,Activities of holding companies not engaged in management.
74.15,Management activities of holding companies,70.1,Activities of head offices,"- Activities of holding companies engaged in management.
- Activities of head offices, centralised administrative offices and the like that administer, oversee, and manage other units of the company or enterprise and that normally undertake the strategic "
74.2,Architectural and engineering activities and related technical consultancy,71.11,Architectural activities ,Architectural consulting activities
74.2,Architectural and engineering activities and related technical consultancy,71.12,Engineering activities and related technical consultancy,"Engineering activities and related technical consultancy

Except:
- aerial photography
- weather forecasting activities
- activities of quantity surveyors"
74.2,Architectural and engineering activities and related technical consultancy,74.2,Photographic activities,Aerial photography
74.2,Architectural and engineering activities and related technical consultancy,74.9,"Other professional, scientific and technical activities n.e.c.","- Weather forecasting activities
- Activities of quantity surveyors"
74.3,Technical testing and analysis,71.2,Technical testing and analysis,=
74.4,Advertising,73.11,Advertising agencies,"Except media representation services, provision of space for advertising"
74.4,Advertising,73.12,Media representation,"Media representation, i.e. sale of time and space for various media soliciting advertising"
74.5,Labour recruitment and provision of personnel,78.1,Activities of employment placement agencies,"- Personnel research, selection referral and placement in connection with employment supplied to the potential employer or to the prospective employee
- Executive search and placement activities (head-hunters)"
74.5,Labour recruitment and provision of personnel,78.2,Temporary employment agency activities,"Labour-contracting activities: supply to others, chiefly on temporary basis, of personnel hired by, and whose employments are paid by, the agency (except of long-term human resources provision and management of human resources)"
74.5,Labour recruitment and provision of personnel,78.3,Other human resources provision,Long-term human resources provision and management of human resources
74.6,Investigation and security activities,74.9,"Other professional, scientific and technical activities n.e.c.",Security consultants
74.6,Investigation and security activities,80.1,Private security activities,"Surveillance, guard and other protective activities (except monitoring/ remote monitoring of electronic security alarm systems)"
74.6,Investigation and security activities,80.2,Security systems service activities,Monitoring/remote monitoring of electronic security alarm systems
74.6,Investigation and security activities,80.3,Investigation activities,"- Activities of private investigators
- Detective services"
74.7,Industrial cleaning,81.21,General cleaning of buildings,Interior cleaning of buildings of all types (general cleaning)
74.7,Industrial cleaning,81.22,Other building and industrial cleaning activities,"- Specialised interior and exterior cleaning activities in buildings of all types
- Cleaning of industrial machinery"
74.7,Industrial cleaning,81.29,Other cleaning activities,"- Bottle cleaning
- Disinfecting and exterminating activities for buildings, ships, trains, etc.
- Cleaning of trains, buses, planes, etc.
- Cleaning of the inside of road and sea tankers"
74.81,Photographic activities,74.2,Photographic activities,All
74.82,Packaging activities,82.92,Packaging activities,=
74.85,Secretarial and translation activities,74.3,Translation and interpretation activities,Translation and interpretation
74.85,Secretarial and translation activities,82.11,Combined office administrative service activities,Combined secretarial activities
74.85,Secretarial and translation activities,82.19,"Photocopying, document preparation and other specialised office support activities","Specialised secretarial activities:
- typing
- transcribing from tapes or discs
- proofreading
- photocopying etc."
74.85,Secretarial and translation activities,82.99,Other business support service activities n.e.c.,"- Telephone based support, except call centres and computer based phone support
- Stenographic services during life legal proceedings and transcribing subsequent recorded material"
74.86,Call centre activities,82.2,Activities of call centres,=
74.87,Other business activities n.e.c.,59.2,Sound recording and music publishing activities,Copyright services (except motion picture)
74.87,Other business activities n.e.c.,63.99,Other information service activities n.e.c.,"Information service activities not elsewhere classified such as:
- telephone based information services
- information search services on a contract or fee basis
- news clipping services, press clipping services, etc."
74.87,Other business activities n.e.c.,74.1,Specialised design activities,"- Fashion design related to textiles, wearing apparel, shoes, jewellery, furniture and other interior decoration and other fashion goods as well as other personal or household goods
- Services of graphic designers
- Activities of interior decoration desig"
74.87,Other business activities n.e.c.,74.9,"Other professional, scientific and technical activities n.e.c.","- Business brokerage activities, i.e. arranging for the purchase and sale of small and medium-sized businesses, including professional practices
- Appraisal activities other than for real estate and insurance
- Activities of consultants other than technic"
74.87,Other business activities n.e.c.,77.4,"Leasing of intellectual property and similar products, except copyrighted works",Leasing of non-financial intangible assets
74.87,Other business activities n.e.c.,82.3,Organisation of conventions and trade shows,"Activities of fair, exhibition and congress organizers"
74.87,Other business activities n.e.c.,82.91,Activities of collection agencies and credit bureaus,"Bill collecting, credit rating in connection with an individual's or firm's creditworthiness or business practices"
74.87,Other business activities n.e.c.,82.99,Other business support service activities n.e.c.,"- Activities of independent auctioneers
- Trading stamp activities
- Reading of gas, water and electricity meter"
75.11,General (overall) public service activities,84.11,General public administration activities,All
