"Code","Ebene","Titel","Parent"
"47.59.3",5,"Einzelhandel mit Musikinstrumenten und Musikalien","47.59"
"47.59.9",5,"Einzelhandel mit Haushaltsgegenständen a. n. g.","47.59"
"47.6",3,"Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren (in Verkaufsräumen)",47
"47.61",4,"Einzelhandel mit Büchern","47.6"
"47.61.0",5,"Einzelhandel mit Büchern","47.61"
"47.62",4,"Einzelhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf","47.6"
"47.62.1",5,"Einzelhandel mit Zeitschriften und  Zeitungen","47.62"
"47.62.2",5,"Einzelhandel mit Schreib- und Papierwaren, Schul- und Büroartikeln","47.62"
"47.63",4,"Einzelhandel mit bespielten Ton- und Bildträgern","47.6"
"47.63.0",5,"Einzelhandel mit bespielten Ton- und Bildträgern","47.63"
"47.64",4,"Einzelhandel mit Fahrrädern, Sport- und Campingartikeln","47.6"
"47.64.1",5,"Einzelhandel mit Fahrrädern, Fahrradteilen und -zubehör","47.64"
"47.64.2",5,"Einzelhandel mit Sport- und Campingartikeln (ohne Campingmöbel)","47.64"
"47.65",4,"Einzelhandel mit Spielwaren","47.6"
"47.65.0",5,"Einzelhandel mit Spielwaren","47.65"
"47.7",3,"Einzelhandel mit sonstigen Gütern (in Verkaufsräumen)",47
"47.71",4,"Einzelhandel mit Bekleidung","47.7"
"47.71.0",5,"Einzelhandel mit Bekleidung","47.71"
"47.72",4,"Einzelhandel mit Schuhen und Lederwaren","47.7"
"47.72.1",5,"Einzelhandel mit Schuhen","47.72"
"47.72.2",5,"Einzelhandel mit Lederwaren und Reisegepäck","47.72"
"47.73",4,"Apotheken","47.7"
"47.73.0",5,"Apotheken","47.73"
"47.74",4,"Einzelhandel mit medizinischen und orthopädischen Artikeln","47.7"
"47.74.0",5,"Einzelhandel mit medizinischen und orthopädischen Artikeln","47.74"
"47.75",4,"Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln","47.7"
"47.75.0",5,"Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln","47.75"
"47.76",4,"Einzelhandel mit Blumen, Pflanzen, Sämereien, Düngemitteln, zoologischem Bedarf und lebenden Tieren","47.7"
"47.76.1",5,"Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln","47.76"
"47.76.2",5,"Einzelhandel mit zoologischem Bedarf und lebenden Tieren","47.76"
"47.77",4,"Einzelhandel mit Uhren und Schmuck","47.7"
"47.77.0",5,"Einzelhandel mit Uhren und Schmuck","47.77"
"47.78",4,"Sonstiger Einzelhandel in Verkaufsräumen (ohne Antiquitäten und Gebrauchtwaren)","47.7"
"47.78.1",5,"Augenoptiker","47.78"
"47.78.2",5,"Einzelhandel mit Foto- und optischen Erzeugnissen (ohne Augenoptiker)","47.78"
"47.78.3",5,"Einzelhandel mit Kunstgegenständen, Bildern, kunstgewerblichen Erzeugnissen, Briefmarken, Münzen und Geschenkartikeln","47.78"
"47.78.9",5,"Sonstiger Einzelhandel a. n. g. (in Verkaufsräumen)","47.78"
"47.79",4,"Einzelhandel mit Antiquitäten und Gebrauchtwaren","47.7"
"47.79.1",5,"Einzelhandel mit Antiquitäten und antiken Teppichen","47.79"
"47.79.2",5,"Antiquariate","47.79"
"47.79.9",5,"Einzelhandel mit sonstigen Gebrauchtwaren","47.79"
"47.8",3,"Einzelhandel an Verkaufsständen und auf Märkten",47
"47.81",4,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten","47.8"
"47.81.0",5,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten","47.81"
"47.82",4,"Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten","47.8"
"47.82.0",5,"Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten","47.82"
"47.89",4,"Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten","47.8"
"47.89.0",5,"Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten","47.89"
"47.9",3,"Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten",47
"47.91",4,"Versand- und Internet-Einzelhandel","47.9"
"47.91.1",5,"Versand- und Internet-Einzelhandel mit Textilien, Bekleidung, Schuhen und Lederwaren","47.91"
"47.91.9",5,"Sonstiger Versand- und Internet-Einzelhandel","47.91"
"47.99",4,"Sonstiger Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten","47.9"
"47.99.1",5,"Einzelhandel vom Lager mit Brennstoffen","47.99"
"47.99.9",5,"Sonstiger Einzelhandel a. n. g. (nicht in Verkaufsräumen)","47.99"
"H",1,"Verkehr und Lagerei",
49,2,"Landverkehr und Transport in Rohrfernleitungen","H"
"49.1",3,"Personenbeförderung im Eisenbahnfernverkehr",49
"49.10",4,"Personenbeförderung im Eisenbahnfernverkehr","49.1"
"49.10.0",5,"Personenbeförderung im Eisenbahnfernverkehr","49.10"
"49.2",3,"Güterbeförderung im Eisenbahnverkehr",49
"49.20",4,"Güterbeförderung im Eisenbahnverkehr","49.2"
"49.20.0",5,"Güterbeförderung im Eisenbahnverkehr","49.20"
"49.3",3,"Sonstige Personenbeförderung im Landverkehr",49
"49.31",4,"Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)","49.3"
"49.31.0",5,"Personenbeförderung im Nahverkehr zu Lande (ohne Taxis)","49.31"
"49.32",4,"Betrieb von Taxis","49.3"
"49.32.0",5,"Betrieb von Taxis","49.32"
"49.39",4,"Sonstige Personenbeförderung im Landverkehr a. n. g.","49.3"
"49.39.1",5,"Personenbeförderung im Omnibus-Linienfernverkehr","49.39"
"49.39.2",5,"Personenbeförderung im Omnibus-Gelegenheitsverkehr","49.39"
"49.39.9",5,"Personenbeförderung im Landverkehr a. n. g.","49.39"
"49.4",3,"Güterbeförderung im Straßenverkehr, Umzugstransporte",49
"49.41",4,"Güterbeförderung im Straßenverkehr","49.4"
"49.41.0",5,"Güterbeförderung im Straßenverkehr","49.41"
"49.42",4,"Umzugstransporte","49.4"
"49.42.0",5,"Umzugstransporte","49.42"
"49.5",3,"Transport in Rohrfernleitungen",49
"49.50",4,"Transport in Rohrfernleitungen","49.5"
"49.50.0",5,"Transport in Rohrfernleitungen","49.50"
50,2,"Schifffahrt","H"
"50.1",3,"Personenbeförderung in der See- und Küstenschifffahrt",50
"50.10",4,"Personenbeförderung in der See- und Küstenschifffahrt","50.1"
"50.10.0",5,"Personenbeförderung in der See- und Küstenschifffahrt","50.10"
"50.2",3,"Güterbeförderung in der See- und Küstenschifffahrt",50
"50.20",4,"Güterbeförderung in der See- und Küstenschifffahrt","50.2"
"50.20.0",5,"Güterbeförderung in der See- und Küstenschifffahrt","50.20"
"50.3",3,"Personenbeförderung in der Binnenschifffahrt",50
"50.30",4,"Personenbeförderung in der Binnenschifffahrt","50.3"
"50.30.0",5,"Personenbeförderung in der Binnenschifffahrt","50.30"
"50.4",3,"Güterbeförderung in der Binnenschifffahrt",50
"50.40",4,"Güterbeförderung in der Binnenschifffahrt","50.4"
"50.40.0",5,"Güterbeförderung in der Binnenschifffahrt","50.40"
51,2,"Luftfahrt","H"
"51.1",3,"Personenbeförderung in der Luftfahrt",51
"51.10",4,"Personenbeförderung in der Luftfahrt","51.1"
"51.10.0",5,"Personenbeförderung in der Luftfahrt","51.10"
"51.2",3,"Güterbeförderung in der Luftfahrt und Raumtransport",51
"51.21",4,"Güterbeförderung in der Luftfahrt","51.2"
"51.21.0",5,"Güterbeförderung in der Luftfahrt","51.21"
"51.22",4,"Raumtransport","51.2"
"51.22.0",5,"Raumtransport","51.22"
52,2,"Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr","H"
"52.1",3,"Lagerei",52
"52.10",4,"Lagerei","52.1"
"52.10.0",5,"Lagerei","52.10"
"52.2",3,"Erbringung von sonstigen Dienstleistungen für den Verkehr",52
"52.21",4,"Erbringung von sonstigen Dienstleistungen für den Landverkehr","52.2"
"52.21.1",5,"Betrieb von Parkhäusern und Parkplätzen","52.21"
"52.21.2",5,"Betrieb von Verkehrswegen für Straßenfahrzeuge","52.21"
"52.21.3",5,"Betrieb von Verkehrswegen für Schienenfahrzeuge","52.21"
"52.21.4",5,"Betrieb von Bahnhöfen für den Personenverkehr einschließlich Omnibusbahnhöfe","52.21"
"52.21.5",5,"Betrieb von Güterabfertigungseinrichtungen für Schienen- und Straßenfahrzeuge (ohne Frachtumschlag)","52.21"
"52.21.9",5,"Erbringung von sonstigen Dienstleistungen für den Landverkehr a. n. g.","52.21"
"52.22",4,"Erbringung von sonstigen Dienstleistungen für die Schifffahrt","52.2"
"52.22.1",5,"Betrieb von Wasserstraßen","52.22"
"52.22.2",5,"Betrieb von Häfen","52.22"
"52.22.3",5,"Lotsinnen und Lotsen in der Schifffahrt","52.22"
"52.22.9",5,"Erbringung von sonstigen Dienstleistungen für die Schifffahrt a. n. g.","52.22"
"52.23",4,"Erbringung von sonstigen Dienstleistungen für die Luftfahrt","52.2"
"52.23.1",5,"Betrieb von Flughäfen und Landeplätzen für Luftfahrzeuge","52.23"
"52.23.9",5,"Erbringung von sonstigen Dienstleistungen für die Luftfahrt a. n. g.","52.23"
"52.24",4,"Frachtumschlag","52.2"
"52.24.0",5,"Frachtumschlag","52.24"
"52.29",4,"Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.","52.2"
"52.29.1",5,"Spedition","52.29"
"52.29.2",5,"Schiffsmaklerbüros und -agenturen","52.29"
"52.29.9",5,"Erbringung von Dienstleistungen für den Verkehr a. n. g.","52.29"
53,2,"Post-, Kurier- und Expressdienste","H"
"53.1",3,"Postdienste von Universaldienstleistungsanbietern",53
"53.10",4,"Postdienste von Universaldienstleistungsanbietern","53.1"
"53.10.0",5,"Postdienste von Universaldienstleistungsanbietern","53.10"
"53.2",3,"Sonstige Post-, Kurier- und Expressdienste",53
"53.20",4,"Sonstige Post-, Kurier- und Expressdienste","53.2"
"53.20.0",5,"Sonstige Post-, Kurier- und Expressdienste","53.20"
"I",1,"Gastgewerbe",
55,2,"Beherbergung","I"
"55.1",3,"Hotels, Gasthöfe und Pensionen",55
"55.10",4,"Hotels, Gasthöfe und Pensionen","55.1"
"55.10.1",5,"Hotels (ohne Hotels garnis)","55.10"
"55.10.2",5,"Hotels garnis","55.10"
"55.10.3",5,"Gasthöfe","55.10"
"55.10.4",5,"Pensionen","55.10"
"55.2",3,"Ferienunterkünfte und ähnliche Beherbergungsstätten",55
"55.20",4,"Ferienunterkünfte und ähnliche Beherbergungsstätten","55.2"
"55.20.1",5,"Erholungs- und Ferienheime","55.20"
"55.20.2",5,"Ferienzentren","55.20"
"55.20.3",5,"Ferienhäuser und Ferienwohnungen","55.20"
"55.20.4",5,"Jugendherbergen und Hütten","55.20"
"55.3",3,"Campingplätze",55
"55.30",4,"Campingplätze","55.3"
"55.30.0",5,"Campingplätze","55.30"
"55.9",3,"Sonstige Beherbergungsstätten",55
"55.90",4,"Sonstige Beherbergungsstätten","55.9"
"55.90.1",5,"Privatquartiere","55.90"
"55.90.9",5,"Sonstige Beherbergungsstätten a. n. g.","55.90"
56,2,"Gastronomie","I"
"56.1",3,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",56
"56.10",4,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.","56.1"
"56.10.1",5,"Restaurants mit herkömmlicher Bedienung","56.10"
"56.10.2",5,"Restaurants mit Selbstbedienung","56.10"
"56.10.3",5,"Imbissstuben u. Ä.","56.10"
"56.10.4",5,"Cafés","56.10"
"56.10.5",5,"Eissalons","56.10"
"56.2",3,"Caterer und Erbringung sonstiger Verpflegungsdienstleistungen",56
"56.21",4,"Event-Caterer","56.2"
"56.21.0",5,"Event-Caterer","56.21"
"56.29",4,"Erbringung sonstiger Verpflegungsdienstleistungen","56.2"
"56.29.0",5,"Erbringung sonstiger Verpflegungsdienstleistungen","56.29"
"56.3",3,"Ausschank von Getränken",56
"56.30",4,"Ausschank von Getränken","56.3"
"56.30.1",5,"Schankwirtschaften","56.30"
"56.30.2",5,"Diskotheken und Tanzlokale","56.30"
"56.30.3",5,"Bars","56.30"
"56.30.4",5,"Vergnügungslokale","56.30"
"56.30.9",5,"Sonstige getränkegeprägte Gastronomie","56.30"
"J",1,"Information und Kommunikation",
58,2,"Verlagswesen","J"
"58.1",3,"Verlegen von Büchern und Zeitschriften; sonstiges Verlagswesen (ohne Software)",58
"58.11",4,"Verlegen von Büchern","58.1"
"58.11.0",5,"Verlegen von Büchern","58.11"
"58.12",4,"Verlegen von Adressbüchern und Verzeichnissen","58.1"
"58.12.0",5,"Verlegen von Adressbüchern und Verzeichnissen","58.12"
"58.13",4,"Verlegen von Zeitungen","58.1"
"58.13.0",5,"Verlegen von Zeitungen","58.13"
"58.14",4,"Verlegen von Zeitschriften","58.1"
"58.14.0",5,"Verlegen von Zeitschriften","58.14"
"58.19",4,"Sonstiges Verlagswesen (ohne Software)","58.1"
"58.19.0",5,"Sonstiges Verlagswesen (ohne Software)","58.19"
"58.2",3,"Verlegen von Software",58
"58.21",4,"Verlegen von Computerspielen","58.2"
"58.21.0",5,"Verlegen von Computerspielen","58.21"
"58.29",4,"Verlegen von sonstiger Software","58.2"
"58.29.0",5,"Verlegen von sonstiger Software","58.29"
59,2,"Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik","J"
"59.1",3,"Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb; Kinos",59
"59.11",4,"Herstellung von Filmen, Videofilmen und Fernsehprogrammen","59.1"
"59.11.0",5,"Herstellung von Filmen, Videofilmen und Fernsehprogrammen","59.11"
"59.12",4,"Nachbearbeitung und sonstige Filmtechnik","59.1"
"59.12.0",5,"Nachbearbeitung und sonstige Filmtechnik","59.12"
"59.13",4,"Filmverleih und -vertrieb (ohne Videotheken)","59.1"
"59.13.0",5,"Filmverleih und -vertrieb (ohne Videotheken)","59.13"
"59.14",4,"Kinos","59.1"
"59.14.0",5,"Kinos","59.14"
"59.2",3,"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien",59
"59.20",4,"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien","59.2"
"59.20.1",5,"Tonstudios und Herstellung von Hörfunkbeiträgen","59.20"
"59.20.2",5,"Verlegen von bespielten Tonträgern","59.20"
"59.20.3",5,"Verlegen von Musikalien","59.20"
60,2,"Rundfunkveranstalter","J"
"60.1",3,"Hörfunkveranstalter",60
"60.10",4,"Hörfunkveranstalter","60.1"
"60.10.0",5,"Hörfunkveranstalter","60.10"
"60.2",3,"Fernsehveranstalter",60
"60.20",4,"Fernsehveranstalter","60.2"
"60.20.0",5,"Fernsehveranstalter","60.20"
61,2,"Telekommunikation","J"
"61.1",3,"Leitungsgebundene Telekommunikation",61
"61.10",4,"Leitungsgebundene Telekommunikation","61.1"
"61.10.0",5,"Leitungsgebundene Telekommunikation","61.10"
"61.2",3,"Drahtlose Telekommunikation",61
"61.20",4,"Drahtlose Telekommunikation","61.2"
"61.20.0",5,"Drahtlose Telekommunikation","61.20"
"61.3",3,"Satellitentelekommunikation",61
"61.30",4,"Satellitentelekommunikation","61.3"
"61.30.0",5,"Satellitentelekommunikation","61.30"
"61.9",3,"Sonstige Telekommunikation",61
"61.90",4,"Sonstige Telekommunikation","61.9"
"61.90.1",5,"Internetserviceprovider","61.90"
"61.90.9",5,"Sonstige Telekommunikation a. n. g.","61.90"
62,2,"Erbringung von Dienstleistungen der Informationstechnologie","J"
"62.0",3,"Erbringung von Dienstleistungen der Informationstechnologie",62
"62.01",4,"Programmierungstätigkeiten","62.0"
"62.01.1",5,"Entwicklung und Programmierung von Internetpräsentationen","62.01"
"62.01.9",5,"Sonstige Softwareentwicklung","62.01"
"62.02",4,"Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie","62.0"
"62.02.0",5,"Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie","62.02"
"62.03",4,"Betrieb von Datenverarbeitungseinrichtungen für Dritte","62.0"
"62.03.0",5,"Betrieb von Datenverarbeitungseinrichtungen für Dritte","62.03"
"62.09",4,"Erbringung von sonstigen Dienstleistungen der Informationstechnologie","62.0"
"62.09.0",5,"Erbringung von sonstigen Dienstleistungen der Informationstechnologie","62.09"
63,2,"Informationsdienstleistungen","J"
"63.1",3,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten; Webportale",63
"63.11",4,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten","63.1"
"63.11.0",5,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten","63.11"
"63.12",4,"Webportale","63.1"
"63.12.0",5,"Webportale","63.12"
"63.9",3,"Erbringung von sonstigen Informationsdienstleistungen",63
"63.91",4,"Korrespondenz- und Nachrichtenbüros","63.9"
"63.91.0",5,"Korrespondenz- und Nachrichtenbüros","63.91"
"63.99",4,"Erbringung von sonstigen Informationsdienstleistungen a. n. g.","63.9"
"63.99.0",5,"Erbringung von sonstigen Informationsdienstleistungen a. n. g.","63.99"
"K",1,"Erbringung von Finanz- und Versicherungsdienstleistungen",
64,2,"Erbringung von Finanzdienstleistungen","K"
"64.1",3,"Zentralbanken und Kreditinstitute",64
"64.11",4,"Zentralbanken","64.1"
"64.11.0",5,"Zentralbanken","64.11"
"64.19",4,"Kreditinstitute (ohne Spezialkreditinstitute)","64.1"
"64.19.1",5,"Kreditbanken einschließlich Zweigstellen ausländischer Banken","64.19"
"64.19.2",5,"Kreditinstitute des Sparkassensektors","64.19"
"64.19.3",5,"Kreditinstitute des Genossenschaftssektors","64.19"
"64.19.4",5,"Realkreditinstitute","64.19"
"64.19.5",5,"Kreditinstitute mit Sonderaufgaben","64.19"
"64.19.6",5,"Bausparkassen","64.19"
"64.2",3,"Beteiligungsgesellschaften",64
"64.20",4,"Beteiligungsgesellschaften","64.2"
"64.20.0",5,"Beteiligungsgesellschaften","64.20"
"64.3",3,"Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen",64
"64.30",4,"Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen","64.3"
"64.30.0",5,"Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen","64.30"
"64.9",3,"Sonstige Finanzierungsinstitutionen",64
"64.91",4,"Institutionen für Finanzierungsleasing","64.9"
"64.91.0",5,"Institutionen für Finanzierungsleasing","64.91"
"64.92",4,"Spezialkreditinstitute","64.9"
"64.92.1",5,"Spezialkreditinstitute (ohne Pfandkreditgeschäfte)","64.92"
"64.92.2",5,"Leihhäuser","64.92"
"64.99",4,"Sonstige Finanzdienstleistungen a. n. g.","64.9"
"64.99.1",5,"Investmentaktiengesellschaften und Fonds von Kapitalanlagegesellschaften (ohne Geldmarktfonds)","64.99"
"64.99.9",5,"Sonstige Finanzierungsinstitutionen a. n. g.","64.99"
65,2,"Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozial-versicherung)","K"
"65.1",3,"Versicherungen",65
"65.11",4,"Lebensversicherungen","65.1"
"65.11.0",5,"Lebensversicherungen","65.11"
"65.12",4,"Nichtlebensversicherungen","65.1"
"65.12.1",5,"Krankenversicherungen","65.12"
"65.12.2",5,"Schaden- und Unfallversicherungen","65.12"
"65.2",3,"Rückversicherungen",65
"65.20",4,"Rückversicherungen","65.2"
"65.20.0",5,"Rückversicherungen","65.20"
"65.3",3,"Pensionskassen und Pensionsfonds",65
"65.30",4,"Pensionskassen und Pensionsfonds","65.3"
"65.30.0",5,"Pensionskassen und Pensionsfonds","65.30"
66,2,"Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten","K"
"66.1",3,"Mit Finanzdienstleistungen verbundene Tätigkeiten",66
"66.11",4,"Effekten- und Warenbörsen","66.1"
"66.11.0",5,"Effekten- und Warenbörsen","66.11"
"66.12",4,"Effekten- und Warenhandel","66.1"
"66.12.0",5,"Effekten- und Warenhandel","66.12"
"66.19",4,"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten","66.1"
"66.19.0",5,"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten","66.19"
"66.2",3,"Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten",66
"66.21",4,"Risiko- und Schadensbewertung","66.2"
"66.21.0",5,"Risiko- und Schadensbewertung","66.21"
"66.22",4,"Tätigkeit von Versicherungsmaklerinnen und -maklern","66.2"
"66.22.0",5,"Tätigkeit von Versicherungsmaklerinnen und -maklern","66.22"
"66.29",4,"Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten","66.2"
"66.29.0",5,"Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten","66.29"
"66.3",3,"Fondsmanagement",66
"66.30",4,"Fondsmanagement","66.3"
"66.30.0",5,"Fondsmanagement","66.30"
"L",1,"Grundstücks- und Wohnungswesen",
68,2,"Grundstücks- und Wohnungswesen","L"
"68.1",3,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",68
"68.10",4,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen","68.1"
"68.10.1",5,"Kauf und Verkauf von eigenen Wohngrundstücken, Wohngebäuden und Wohnungen","68.10"
"68.10.2",5,"Kauf und Verkauf von eigenen Gewerbegrundstücken und Nichtwohngebäuden","68.10"
"68.2",3,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen",68
"68.20",4,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen","68.2"
"68.20.1",5,"Vermietung, Verpachtung von eigenen oder geleasten Wohngrundstücken, Wohngebäuden und Wohnungen","68.20"
"68.20.2",5,"Vermietung, Verpachtung von eigenen oder geleasten Gewerbegrundstücken und Nichtwohngebäuden","68.20"
"68.3",3,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",68
"68.31",4,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte","68.3"
"68.31.1",5,"Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","68.31"
"68.31.2",5,"Vermittlung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte","68.31"
"68.32",4,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte","68.3"
"68.32.1",5,"Verwaltung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","68.32"
"68.32.2",5,"Verwaltung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte","68.32"
"M",1,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen",
69,2,"Rechts- und Steuerberatung, Wirtschaftsprüfung","M"
"69.1",3,"Rechtsberatung",69
"69.10",4,"Rechtsberatung","69.1"
"69.10.1",5,"Rechtsanwaltskanzleien mit Notariat","69.10"
"69.10.2",5,"Rechtsanwaltskanzleien ohne Notariat","69.10"
"69.10.3",5,"Notariate","69.10"
"69.10.4",5,"Patentanwaltskanzleien","69.10"
"69.10.9",5,"Erbringung sonstiger juristischer Dienstleistungen a. n. g.","69.10"
"69.2",3,"Wirtschaftsprüfung und Steuerberatung; Buchführung",69
"69.20",4,"Wirtschaftsprüfung und Steuerberatung; Buchführung","69.2"
"69.20.1",5,"Praxen von Wirtschaftsprüferinnen und -prüfern, Wirtschaftsprüfungsgesellschaften","69.20"
"69.20.2",5,"Praxen von vereidigten Buchprüferinnen und -prüfern, Buchprüfungsgesellschaften","69.20"
"69.20.3",5,"Praxen von Steuerbevollmächtigten, Steuerberaterinnen und -beratern, Steuerberatungsgesellschaften","69.20"
"69.20.4",5,"Buchführung (ohne Datenverarbeitungsdienste)","69.20"
70,2,"Verwaltung und Führung von Unternehmen und Betrieben; Unternehmens-beratung","M"
"70.1",3,"Verwaltung und Führung von Unternehmen und Betrieben",70
"70.10",4,"Verwaltung und Führung von Unternehmen und Betrieben","70.1"
"70.10.1",5,"Managementtätigkeiten von Holdinggesellschaften","70.10"
"70.10.9",5,"Sonstige Verwaltung und Führung von Unternehmen und Betrieben","70.10"
"70.2",3,"Public-Relations- und Unternehmensberatung",70
"70.21",4,"Public-Relations-Beratung","70.2"
"70.21.0",5,"Public-Relations-Beratung","70.21"
"70.22",4,"Unternehmensberatung","70.2"
"70.22.0",5,"Unternehmensberatung","70.22"
71,2,"Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung","M"
"71.1",3,"Architektur- und Ingenieurbüros",71
"71.11",4,"Architekturbüros","71.1"
"71.11.1",5,"Architekturbüros für Hochbau","71.11"
"71.11.2",5,"Büros für Innenarchitektur","71.11"
"71.11.3",5,"Architekturbüros für Orts-, Regional- und Landesplanung","71.11"
"71.11.4",5,"Architekturbüros für Garten- und Landschaftsgestaltung","71.11"
"71.12",4,"Ingenieurbüros","71.1"
"71.12.1",5,"Ingenieurbüros für bautechnische Gesamtplanung","71.12"
"71.12.2",5,"Ingenieurbüros für technische Fachplanung und Ingenieurdesign","71.12"
"71.12.3",5,"Vermessungsbüros","71.12"
"71.12.9",5,"Sonstige Ingenieurbüros","71.12"
"71.2",3,"Technische, physikalische und chemische Untersuchung",71
"71.20",4,"Technische, physikalische und chemische Untersuchung","71.2"
"71.20.0",5,"Technische, physikalische und chemische Untersuchung","71.20"
72,2,"Forschung und Entwicklung","M"
"72.1",3,"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin",72
"72.11",4,"Forschung und Entwicklung im Bereich Biotechnologie","72.1"
"72.11.0",5,"Forschung und Entwicklung im Bereich Biotechnologie","72.11"
"72.19",4,"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","72.1"
"72.19.0",5,"Sonstige Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin","72.19"
"72.2",3,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften",72
"72.20",4,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","72.2"
"72.20.0",5,"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften","72.20"
73,2,"Werbung und Marktforschung","M"
"73.1",3,"Werbung",73
"73.11",4,"Werbeagenturen","73.1"
"73.11.0",5,"Werbeagenturen","73.11"
"73.12",4,"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen","73.1"
"73.12.0",5,"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen","73.12"
"73.2",3,"Markt- und Meinungsforschung",73
"73.20",4,"Markt- und Meinungsforschung","73.2"
"73.20.0",5,"Markt- und Meinungsforschung","73.20"
74,2,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten","M"
"74.1",3,"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design",74
"74.10",4,"Ateliers für Textil-, Schmuck-, Grafik- u. ä. Design","74.1"
"74.10.1",5,"Industrie-, Produkt- und Mode-Design","74.10"
"74.10.2",5,"Grafik- und Kommunikationsdesign","74.10"
"74.10.3",5,"Interior Design und Raumgestaltung","74.10"
"74.2",3,"Fotografie und Fotolabors",74
"74.20",4,"Fotografie und Fotolabors","74.2"
"74.20.1",5,"Fotografie","74.20"
"74.20.2",5,"Fotolabors","74.20"
"74.3",3,"Übersetzen und Dolmetschen",74
"74.30",4,"Übersetzen und Dolmetschen","74.3"
